secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
782,81,0,7.90407,30.978,0,347,758.8,-2.69783582,40.59451882,0,2.09958,35,0,-255,0,0,0,0,0,0,0,0
783,82,0,7.91277,31.3236,0,400,759.2,-2.69783012,40.59459585,0,2.55935,35,0,-255,0,0,0,0,0,0,0,0
784,81,0,7.92141,31.104,0,346,759.2,-2.69781939,40.59468000,0,2.55935,35,0,-255,0,0,0,0,0,0,0,0
785,83,0,7.9301,31.2948,0,420,759.2,-2.69780958,40.59475787,0,2.55935,35,0,-255,0,0,0,0,0,0,0,0
786,89,0,7.93881,31.356,0,400,759.2,-2.69779986,40.59483750,0,2.55935,35,0,-255,0,0,0,0,0,0,0,0
787,90,0,7.94751,31.2948,0,389,759.2,-2.69779659,40.59491788,0,2.55935,35,0,-255,0,0,0,0,0,0,0,0
788,92,0,7.95625,31.4784,0,363,759.2,-2.69779408,40.59499835,0,2.55935,35,0,-255,0,0,0,0,0,0,0,0
789,92,0,7.96501,31.5432,0,363,759.2,-2.69779232,40.59507638,0,2.09261,35,0,-255,0,0,0,0,0,0,0,0
790,91,0,7.97377,31.5432,0,353,759.2,-2.69778947,40.59515651,0,1.62202,35,0,-255,0,0,0,0,0,0,0,0
791,91,0,7.98305,31.5432,0,359,759.2,-2.69778603,40.59523790,0,0.924346,35,0,-255,0,0,0,0,0,0,0,0
792,91,0,7.99125,31.3488,0,359,759.2,-2.69777890,40.59530789,0,0.45977,35,0,-255,0,0,0,0,0,0,0,0
793,90,0,7.99987,31.0356,0,404,759.6,-2.69777505,40.59538450,0,0.464037,35,0,-255,0,0,0,0,0,0,0,0
794,90,0,8.00849,31.0356,0,404,760.2,-2.69777111,40.59546396,0,1.16009,35,0,-255,0,0,0,0,0,0,0,0
795,90,0,8.01712,31.0644,0,371,760.6,-2.69776851,40.59554376,0,1.62359,35,0,-255,0,0,0,0,0,0,0,0
796,90,0,8.02575,31.0644,0,386,761,-2.69776767,40.59561987,0,2.08709,35,0,-255,0,0,0,0,0,0,0,0
797,90,0,8.03446,31.3812,0,399,761.6,-2.69776566,40.59570025,0,2.77596,35,0,-255,0,0,0,0,0,0,0,0
798,89,0,8.04303,30.8484,0,386,761.6,-2.69775988,40.59577661,0,2.77596,35,0,-255,0,0,0,0,0,0,0,0
799,88,0,8.05174,31.3488,0,381,761.6,-2.69775041,40.59585598,0,2.77596,35,0,-255,0,0,0,0,0,0,0,0
800,88,0,8.06031,30.8484,0,381,761.6,-2.69774454,40.59593016,0,2.77596,35,0,-255,0,0,0,0,0,0,0,0
801,88,0,8.06896,31.158,0,372,761.6,-2.69774060,40.59600610,0,2.77596,35,0,-255,0,0,0,0,0,0,0,0
802,88,0,8.07762,31.158,0,372,762.4,-2.69773272,40.59607986,0,3.69974,35,0,-255,0,0,0,0,0,0,0,0
803,92,0,8.08612,30.5964,0,325,762.8,-2.69772392,40.59615572,0,3.70629,35,0,-255,0,0,0,0,0,0,0,0
804,95,0,8.09462,30.5964,0,306,763.2,-2.69771386,40.59623007,0,3.48083,35,0,-255,0,0,0,0,0,0,0,0
805,95,0,8.1029,29.8224,0,327,763.8,-2.69770313,40.59630383,0,3.74196,35,0,-255,0,0,0,0,0,0,0,0
806,94,0,8.11107,29.4192,0,386,763.8,-2.69769550,40.59638052,0,3.27847,35,0,-255,0,0,0,0,0,0,0,0
807,93,0,8.11914,29.0304,0,356,763.8,-2.69769232,40.59645336,0,2.5896,35,0,-255,0,0,0,0,0,0,0,0
808,93,0,8.12717,28.9224,0,336,763.8,-2.69768997,40.59652662,0,2.5896,35,0,-255,0,0,0,0,0,0,0,0
809,92,0,8.13521,28.9224,0,356,764.2,-2.69768704,40.59659870,0,3.08711,35,0,-255,0,0,0,0,0,0,0,0
810,92,0,8.14322,28.8648,0,353,764.6,-2.69768243,40.59666601,0,3.58649,35,0,-255,0,0,0,0,0,0,0,0
811,92,0,8.1512,28.7028,0,353,765.2,-2.69767673,40.59673902,0,4.33837,35,0,-255,0,0,0,0,0,0,0,0
812,91,0,8.1591,28.4364,0,336,765.6,-2.69767153,40.59681194,0,3.92091,35,0,-255,0,0,0,0,0,0,0,0
813,90,0,8.16699,28.4364,0,336,766.2,-2.69766692,40.59687757,0,4.21078,35,0,-255,0,0,0,0,0,0,0,0
814,90,0,8.17481,28.152,0,367,766.2,-2.69766634,40.59695083,0,3.74019,35,0,-255,0,0,0,0,0,0,0,0
815,90,0,8.18263,28.152,0,367,766.2,-2.69767019,40.59702165,0,3.01555,35,0,-255,0,0,0,0,0,0,0,0
816,89,0,8.19037,27.8424,0,353,766.2,-2.69766986,40.59708930,0,3.01555,35,0,-255,0,0,0,0,0,0,0,0
817,88,0,8.1981,27.8424,0,349,766.2,-2.69766768,40.59715467,0,3.01555,35,0,-255,0,0,0,0,0,0,0,0
818,88,0,8.20581,27.7668,0,339,766.6,-2.69766558,40.59722156,0,3.53436,35,0,-255,0,0,0,0,0,0,0,0
819,88,0,8.21346,27.5184,0,367,767.2,-2.69766508,40.59728937,0,3.82116,35,0,-255,0,0,0,0,0,0,0,0
820,87,0,8.22107,27.3888,0,367,767.6,-2.69766164,40.59736171,0,3.84741,35,0,-255,0,0,0,0,0,0,0,0
821,87,0,8.22866,27.3384,0,358,768.2,-2.69765795,40.59743203,0,3.88604,35,0,-255,0,0,0,0,0,0,0,0
822,86,0,8.23666,27.3384,0,308,768.6,-2.69765100,40.59750990,0,3.87971,35,0,-255,0,0,0,0,0,0,0,0
823,86,0,8.24382,27.2412,0,308,768.6,-2.69764044,40.59757235,0,3.11926,35,0,-255,0,0,0,0,0,0,0,0
824,89,0,8.25136,27.1476,0,331,768.6,-2.69763147,40.59764418,0,3.11926,35,0,-255,0,0,0,0,0,0,0,0
825,93,0,8.2589,27.1476,0,335,768.6,-2.69762392,40.59771023,0,3.11926,35,0,-255,0,0,0,0,0,0,0,0
826,93,0,8.26635,26.8164,0,301,768.6,-2.69761680,40.59777812,0,3.11926,35,0,-255,0,0,0,0,0,0,0,0
827,93,0,8.2738,26.8164,0,316,768.6,-2.69760942,40.59784492,0,3.11926,35,0,-255,0,0,0,0,0,0,0,0
828,93,0,8.28123,26.7228,0,336,768.6,-2.69759987,40.59790846,0,2.60045,35,0,-255,0,0,0,0,0,0,0,0
829,92,0,8.2886,26.5356,0,313,769,-2.69758931,40.59797736,0,2.35888,35,0,-255,0,0,0,0,0,0,0,0
830,92,0,8.29602,26.7228,0,346,769.6,-2.69758419,40.59804492,0,2.64188,35,0,-255,0,0,0,0,0,0,0,0
831,93,0,8.30333,26.3088,0,346,770,-2.69758226,40.59810946,0,2.39856,35,0,-255,0,0,0,0,0,0,0,0
832,93,0,8.31065,26.3556,0,319,770.4,-2.69757900,40.59817475,0,2.44501,35,0,-255,0,0,0,0,0,0,0,0
833,93,0,8.31797,26.3556,0,319,771,-2.69757397,40.59823678,0,3.26468,35,0,-255,0,0,0,0,0,0,0,0
834,93,0,8.32542,26.8164,0,303,771,-2.69756466,40.59830023,0,3.26468,35,0,-255,0,0,0,0,0,0,0,0
835,93,0,8.33287,26.8164,0,313,771,-2.69755284,40.59836402,0,3.26468,35,0,-255,0,0,0,0,0,0,0,0
836,93,0,8.34012,26.1072,0,330,771,-2.69754321,40.59843023,0,3.26468,35,0,-255,0,0,0,0,0,0,0,0
837,91,0,8.34743,26.3088,0,316,771,-2.69753457,40.59849033,0,3.26468,35,0,-255,0,0,0,0,0,0,0,0
838,90,0,8.35467,26.0856,0,334,771,-2.69752376,40.59855362,0,3.26468,35,0,-255,0,0,0,0,0,0,0,0
839,90,0,8.36184,25.7796,0,339,771,-2.69750758,40.59861463,0,2.72194,35,0,-255,0,0,0,0,0,0,0,0
840,90,0,8.36896,25.65,0,329,771.4,-2.69748889,40.59867608,0,2.47511,35,0,-255,0,0,0,0,0,0,0,0
841,90,0,8.37607,25.6068,0,329,771.8,-2.69746601,40.59873986,0,2.49051,35,0,-255,0,0,0,0,0,0,0,0
842,88,0,8.38313,25.398,0,319,772.2,-2.69744514,40.59879971,0,2.51063,35,0,-255,0,0,0,0,0,0,0,0
843,90,0,8.39017,25.3548,0,319,772.6,-2.69742200,40.59886232,0,2.25914,35,0,-255,0,0,0,0,0,0,0,0
844,89,0,8.39716,25.146,0,341,773.2,-2.69739946,40.59892284,0,3.11751,35,0,-255,0,0,0,0,0,0,0,0
845,87,0,8.40414,25.146,0,341,773.2,-2.69737674,40.59898252,0,3.11751,35,0,-255,0,0,0,0,0,0,0,0
846,87,0,8.41109,25.0236,0,342,773.2,-2.69735461,40.59904270,0,3.11751,35,0,-255,0,0,0,0,0,0,0,0
847,87,0,8.41811,25.272,0,342,773.2,-2.69733533,40.59910196,0,3.11751,35,0,-255,0,0,0,0,0,0,0,0
848,87,0,8.42501,24.822,0,333,773.2,-2.69731958,40.59916197,0,3.11751,35,0,-255,0,0,0,0,0,0,0,0
849,86,0,8.4319,24.822,0,344,773.6,-2.69730499,40.59922123,0,3.69806,35,0,-255,0,0,0,0,0,0,0,0
850,86,0,8.43881,24.8616,0,362,774,-2.69728563,40.59928058,0,3.71513,35,0,-255,0,0,0,0,0,0,0,0
851,85,0,8.44568,24.7428,0,350,774.4,-2.69726166,40.59933984,0,3.73479,35,0,-255,0,0,0,0,0,0,0,0
852,85,0,8.4525,24.5448,0,350,774.8,-2.69723718,40.59939952,0,3.75473,35,0,-255,0,0,0,0,0,0,0,0
853,85,0,8.45932,24.5448,0,346,775.2,-2.69721321,40.59945752,0,3.77305,35,0,-255,0,0,0,0,0,0,0,0
854,86,0,8.46614,24.5448,0,346,775.2,-2.69719075,40.59951678,0,2.91468,35,0,-255,0,0,0,0,0,0,0,0
855,86,0,8.47295,24.5448,0,337,775.2,-2.69717071,40.59957562,0,2.91468,35,0,-255,0,0,0,0,0,0,0,0
856,86,0,8.47977,24.5448,0,337,775.2,-2.69715244,40.59963329,0,2.91468,35,0,-255,0,0,0,0,0,0,0,0
857,86,0,8.48654,24.3504,0,338,775.6,-2.69713249,40.59969288,0,3.50553,35,0,-255,0,0,0,0,0,0,0,0
858,87,0,8.4933,24.3504,0,322,776,-2.69711028,40.59974996,0,4.09724,35,0,-255,0,0,0,0,0,0,0,0
859,92,0,8.50001,24.1596,0,319,776.4,-2.69708379,40.59980763,0,4.11282,35,0,-255,0,0,0,0,0,0,0,0
860,91,0,8.50667,23.9724,0,321,776.8,-2.69705806,40.59986304,0,4.13455,35,0,-255,0,0,0,0,0,0,0,0
861,90,0,8.51327,23.7492,0,338,777.4,-2.69703627,40.59992062,0,4.4614,35,0,-255,0,0,0,0,0,0,0,0
862,90,0,8.51981,23.5692,0,341,777.4,-2.69701959,40.59997753,0,3.87488,35,0,-255,0,0,0,0,0,0,0,0
863,91,0,8.52633,23.4612,0,341,777.4,-2.69700542,40.60003436,0,3.28837,35,0,-255,0,0,0,0,0,0,0,0
864,90,0,8.53286,23.4972,0,346,777.8,-2.69699059,40.60009102,0,3.90093,35,0,-255,0,0,0,0,0,0,0,0
865,90,0,8.53938,23.4972,0,346,778.2,-2.69696963,40.60014869,0,4.51443,35,0,-255,0,0,0,0,0,0,0,0
866,90,0,8.54589,23.4252,0,341,778.6,-2.69694683,40.60020644,0,5.12887,35,0,-255,0,0,0,0,0,0,0,0
867,90,0,8.5524,23.4252,0,341,779,-2.69692387,40.60026319,0,5.15247,35,0,-255,0,0,0,0,0,0,0,0
868,90,0,8.55893,23.5332,0,349,779.4,-2.69690274,40.60032127,0,5.17331,35,0,-255,0,0,0,0,0,0,0,0
869,90,0,8.56547,23.5332,0,327,779.4,-2.69688414,40.60037869,0,4.57718,35,0,-255,0,0,0,0,0,0,0,0
870,91,0,8.57204,23.6592,0,327,779.4,-2.69686427,40.60043519,0,3.97658,35,0,-255,0,0,0,0,0,0,0,0
871,89,0,8.57862,23.6772,0,338,779.4,-2.69684306,40.60049260,0,3.06749,35,0,-255,0,0,0,0,0,0,0,0
872,84,0,8.5852,23.6772,0,385,779.4,-2.69682228,40.60054465,0,3.06749,35,0,-255,0,0,0,0,0,0,0,0
873,84,0,8.59166,23.2632,0,385,779.8,-2.69680048,40.60060031,0,3.68669,35,0,-255,0,0,0,0,0,0,0,0
874,84,0,8.5983,23.8968,0,348,780.2,-2.69677886,40.60065923,0,3.67654,35,0,-255,0,0,0,0,0,0,0,0
875,84,0,8.60497,24.012,0,348,780.6,-2.69675824,40.60071774,0,3.66274,35,0,-255,0,0,0,0,0,0,0,0
876,84,0,8.61164,24.012,0,367,781.2,-2.69673812,40.60077516,0,3.94785,35,0,-255,0,0,0,0,0,0,0,0
877,84,0,8.61831,24.012,0,338,781.6,-2.69671717,40.60083190,0,3.93311,35,0,-255,0,0,0,0,0,0,0,0
878,84,0,8.62495,23.9004,0,338,781.6,-2.69669688,40.60089032,0,3.32056,35,0,-255,0,0,0,0,0,0,0,0
879,84,0,8.6316,23.94,0,336,781.6,-2.69667635,40.60094765,0,3.32056,35,0,-255,0,0,0,0,0,0,0,0
880,84,0,8.63825,23.94,0,395,781.6,-2.69665598,40.60100473,0,3.32056,35,0,-255,0,0,0,0,0,0,0,0
881,84,0,8.64486,23.8068,0,343,781.6,-2.69663595,40.60106307,0,3.32056,35,0,-255,0,0,0,0,0,0,0,0
882,84,0,8.6515,23.9004,0,319,781.6,-2.69661659,40.60112007,0,3.32056,35,0,-255,0,0,0,0,0,0,0,0
883,84,0,8.65804,23.5332,0,319,782,-2.69659429,40.60117765,0,3.31298,35,0,-255,0,0,0,0,0,0,0,0
884,84,0,8.66461,23.6808,0,342,782.4,-2.69657384,40.60123314,0,3.3194,35,0,-255,0,0,0,0,0,0,0,0
885,83,0,8.67118,23.6448,0,342,782.8,-2.69655498,40.60129072,0,3.32853,35,0,-255,0,0,0,0,0,0,0,0
886,82,0,8.67773,23.5692,0,334,783.4,-2.69653780,40.60134672,0,3.34501,35,0,-255,0,0,0,0,0,0,0,0
887,82,0,8.68428,23.5692,0,334,783.8,-2.69651600,40.60140237,0,3.35599,35,0,-255,0,0,0,0,0,0,0,0
888,82,0,8.69068,23.04,0,336,783.8,-2.69649572,40.60145694,0,3.35599,35,0,-255,0,0,0,0,0,0,0,0
889,81,0,8.69708,23.04,0,343,783.8,-2.69647636,40.60151092,0,3.35599,35,0,-255,0,0,0,0,0,0,0,0
890,81,0,8.70348,23.0544,0,342,784.2,-2.69645850,40.60156473,0,3.98099,35,0,-255,0,0,0,0,0,0,0,0
891,80,0,8.70983,22.8672,0,330,784.6,-2.69643864,40.60162039,0,4.61092,35,0,-255,0,0,0,0,0,0,0,0
892,79,0,8.71614,22.7304,0,339,785,-2.69641986,40.60167437,0,5.24483,35,0,-255,0,0,0,0,0,0,0,0
893,79,0,8.72263,22.7304,0,339,785.4,-2.69640117,40.60173245,0,5.24954,35,0,-255,0,0,0,0,0,0,0,0
894,80,0,8.72875,22.6296,0,331,785.8,-2.69638399,40.60178366,0,5.29431,35,0,-255,0,0,0,0,0,0,0,0
895,79,0,8.735,22.5288,0,300,785.8,-2.69636739,40.60183781,0,4.68548,35,0,-255,0,0,0,0,0,0,0,0
896,80,0,8.74119,22.2696,0,332,785.8,-2.69634912,40.60189255,0,3.76945,35,0,-255,0,0,0,0,0,0,0,0
897,85,0,8.74738,22.2696,0,378,785.8,-2.69633110,40.60194845,0,3.15876,35,0,-255,0,0,0,0,0,0,0,0
898,85,0,8.75354,22.1724,0,378,785.8,-2.69631366,40.60200352,0,3.15876,35,0,-255,0,0,0,0,0,0,0,0
899,85,0,8.75969,22.1724,0,328,786.2,-2.69629447,40.60205876,0,3.80917,35,0,-255,0,0,0,0,0,0,0,0
900,84,0,8.76586,22.1868,0,300,786.6,-2.69627553,40.60211090,0,3.83247,35,0,-255,0,0,0,0,0,0,0,0
901,84,0,8.77202,22.1868,0,300,787.2,-2.69625516,40.60216110,0,4.17657,35,0,-255,0,0,0,0,0,0,0,0
902,83,0,8.77804,21.6684,0,315,787.6,-2.69623320,40.60221433,0,4.20711,35,0,-255,0,0,0,0,0,0,0,0
903,82,0,8.78403,21.5496,0,341,788,-2.69621576,40.60226420,0,4.25856,35,0,-255,0,0,0,0,0,0,0,0
904,94,0,8.78998,21.4272,0,304,788,-2.69619757,40.60231659,0,3.60496,35,0,-255,0,0,0,0,0,0,0,0
905,91,0,8.79596,21.5496,0,306,788,-2.69617930,40.60236780,0,3.60496,35,0,-255,0,0,0,0,0,0,0,0
906,99,0,8.80191,21.3984,0,297,788,-2.69616162,40.60241994,0,3.60496,35,0,-255,0,0,0,0,0,0,0,0
907,81,0,8.80785,21.3984,0,338,788,-2.69614393,40.60247123,0,3.60496,35,0,-255,0,0,0,0,0,0,0,0
908,82,0,8.81378,21.3372,0,321,788.4,-2.69612407,40.60252270,0,4.2795,35,0,-255,0,0,0,0,0,0,0,0
909,82,0,8.81966,21.1608,0,303,788.8,-2.69610655,40.60257383,0,4.30936,35,0,-255,0,0,0,0,0,0,0,0
910,82,0,8.82549,21.0168,0,303,789.2,-2.69608987,40.60262445,0,4.34717,35,0,-255,0,0,0,0,0,0,0,0
911,79,0,8.83133,21.0168,0,327,789.6,-2.69607118,40.60267550,0,4.05808,35,0,-255,0,0,0,0,0,0,0,0
912,79,0,8.83717,21.0024,0,327,790.2,-2.69605240,40.60272235,0,4.42102,34,0,-255,0,0,0,0,0,0,0,0
913,79,0,8.843,21.0024,0,223,790.2,-2.69603555,40.60277047,0,3.75324,34,0,-255,0,0,0,0,0,0,0,0
914,63,0,8.84866,20.358,0,268,790.2,-2.69602264,40.60281430,0,3.75324,35,0,-255,0,0,0,0,0,0,0,0
915,77,0,8.85394,19.008,0,401,790.2,-2.69600772,40.60286451,0,3.75324,34,0,-255,0,0,0,0,0,0,0,0
916,86,0,8.85928,19.2384,0,367,790.2,-2.69599322,40.60291556,0,3.75324,34,0,-255,0,0,0,0,0,0,0,0
917,86,0,8.86475,19.6848,0,367,790.6,-2.69597914,40.60296392,0,4.4845,34,0,-255,0,0,0,0,0,0,0,0
918,91,0,8.87022,19.6848,0,325,791,-2.69596280,40.60301413,0,4.54123,34,0,-255,0,0,0,0,0,0,0,0
919,91,0,8.87587,20.3688,0,325,791.4,-2.69594746,40.60306341,0,4.56892,34,0,-255,0,0,0,0,0,0,0,0
920,90,0,8.88153,20.3688,0,311,791.8,-2.69593623,40.60311027,0,4.58953,34,0,-255,0,0,0,0,0,0,0,0
921,90,0,8.88715,20.2212,0,311,792.2,-2.69592516,40.60316014,0,4.61634,34,0,-255,0,0,0,0,0,0,0,0
922,87,0,8.89277,20.2212,0,310,792.2,-2.69591536,40.60320884,0,3.58895,34,0,-255,0,0,0,0,0,0,0,0
923,87,0,8.89825,19.7388,0,322,792.2,-2.69590471,40.60325745,0,3.58895,34,0,-255,0,0,0,0,0,0,0,0
924,87,0,8.90375,19.71,0,308,792.2,-2.69589717,40.60330657,0,3.58895,34,0,-255,0,0,0,0,0,0,0,0
925,87,0,8.90917,19.6092,0,308,792.8,-2.69588870,40.60335661,0,4.69596,34,0,-255,0,0,0,0,0,0,0,0
926,85,0,8.91465,19.6092,0,310,793.2,-2.69588350,40.60340179,0,5.42588,34,0,-255,0,0,0,0,0,0,0,0
927,85,0,8.91999,19.3248,0,313,793.6,-2.69587764,40.60345066,0,5.44369,34,0,-255,0,0,0,0,0,0,0,0
928,85,0,8.92531,19.1196,0,336,793.6,-2.69587328,40.60349877,0,4.71242,34,0,-255,0,0,0,0,0,0,0,0
929,84,0,8.93061,19.1196,0,331,794.4,-2.69586708,40.60354638,0,5.51389,34,0,-255,0,0,0,0,0,0,0,0
930,84,0,8.93585,18.882,0,327,794.4,-2.69585769,40.60359717,0,4.80718,34,0,-255,0,0,0,0,0,0,0,0
931,84,0,8.9411,18.882,0,292,794.4,-2.69585375,40.60364487,0,4.09544,34,0,-255,0,0,0,0,0,0,0,0
932,84,0,8.9464,19.0728,0,292,794.4,-2.69585249,40.60369197,0,4.09544,34,0,-255,0,0,0,0,0,0,0,0
933,83,0,8.95171,19.0728,0,318,794.8,-2.69585199,40.60373715,0,4.84873,34,0,-255,0,0,0,0,0,0,0,0
934,83,0,8.95691,18.7668,0,318,795.2,-2.69584973,40.60378459,0,5.61796,34,0,-255,0,0,0,0,0,0,0,0
935,83,0,8.9621,18.6984,0,316,795.6,-2.69584637,40.60383178,0,5.28166,34,0,-255,0,0,0,0,0,0,0,0
936,84,0,8.96736,18.9288,0,316,796.2,-2.69584361,40.60387998,0,5.69242,34,0,-255,0,0,0,0,0,0,0,0
937,82,0,8.97249,18.4716,0,325,796.6,-2.69584688,40.60392499,0,5.72308,34,0,-255,0,0,0,0,0,0,0,0
938,82,0,8.97762,18.4716,0,336,796.6,-2.69584612,40.60396790,0,5.72308,34,0,-255,0,0,0,0,0,0,0,0
939,82,0,8.98276,18.4932,0,348,796.6,-2.69584134,40.60401308,0,4.21365,34,0,-255,0,0,0,0,0,0,0,0
940,83,0,8.9879,18.5184,0,348,796.6,-2.69583983,40.60405918,0,4.21365,34,0,-255,0,0,0,0,0,0,0,0
941,83,0,8.99303,18.4716,0,342,797,-2.69583355,40.60410780,0,4.99338,34,0,-255,0,0,0,0,0,0,0,0
942,85,0,8.99816,18.4716,0,337,797.4,-2.69583187,40.60415289,0,5.77311,34,0,-255,0,0,0,0,0,0,0,0
943,86,0,9.00318,18.0576,0,345,798,-2.69584268,40.60419313,0,6.21503,34,0,-255,0,0,0,0,0,0,0,0
944,88,0,9.00823,18.1872,0,327,798.4,-2.69584755,40.60423822,0,6.23788,34,0,-255,0,0,0,0,0,0,0,0
945,90,0,9.01334,18.3816,0,327,798.8,-2.69585115,40.60428650,0,6.24994,34,0,-255,0,0,0,0,0,0,0,0
946,89,0,9.01842,18.2952,0,312,798.8,-2.69585232,40.60433285,0,5.10926,34,0,-255,0,0,0,0,0,0,0,0
947,90,0,9.0235,18.2952,0,312,798.8,-2.69585366,40.60437929,0,4.32953,34,0,-255,0,0,0,0,0,0,0,0
948,87,0,9.02854,18.1224,0,312,798.8,-2.69585190,40.60442438,0,4.32953,34,0,-255,0,0,0,0,0,0,0,0
949,86,0,9.03357,18.1224,0,312,799.2,-2.69585291,40.60446638,0,5.12476,34,0,-255,0,0,0,0,0,0,0,0
950,85,0,9.03852,17.8272,0,329,799.8,-2.69585668,40.60450711,0,6.33688,34,0,-255,0,0,0,0,0,0,0,0
951,85,0,9.04347,17.8272,0,329,800.2,-2.69586096,40.60455003,0,6.36523,34,0,-255,0,0,0,0,0,0,0,0
952,86,0,9.04838,17.64,0,347,800.6,-2.69586607,40.60459303,0,6.40017,34,0,-255,0,0,0,0,0,0,0,0
953,86,0,9.05328,17.64,0,358,801.2,-2.69587177,40.60463435,0,6.42944,34,0,-255,0,0,0,0,0,0,0,0
954,85,0,9.05849,17.8272,0,331,801.2,-2.69587713,40.60467970,0,5.63736,34,0,-255,0,0,0,0,0,0,0,0
955,85,0,9.06318,17.8272,0,356,801.2,-2.69588233,40.60472186,0,4.85458,34,0,-255,0,0,0,0,0,0,0,0
956,86,0,9.06814,17.8668,0,325,801.6,-2.69588409,40.60476653,0,5.66104,34,0,-255,0,0,0,0,0,0,0,0
957,86,0,9.07312,17.91,0,342,802,-2.69587982,40.60480735,0,6.46425,34,0,-255,0,0,0,0,0,0,0,0
958,86,0,9.07811,17.9712,0,342,802.4,-2.69587973,40.60485278,0,7.26585,34,0,-255,0,0,0,0,0,0,0,0
959,86,0,9.08305,17.784,0,321,802.8,-2.69587898,40.60489662,0,7.28034,34,0,-255,0,0,0,0,0,0,0,0
960,86,0,9.08799,17.784,0,321,803.2,-2.69587982,40.60494046,0,6.87794,34,0,-255,0,0,0,0,0,0,0,0
961,85,0,9.09293,17.784,0,316,803.2,-2.69588158,40.60498664,0,6.06985,34,0,-255,0,0,0,0,0,0,0,0
962,85,0,9.09787,17.784,0,368,803.2,-2.69588334,40.60503148,0,5.25519,34,0,-255,0,0,0,0,0,0,0,0
963,85,0,9.10279,17.6904,0,375,803.8,-2.69588208,40.60507792,0,5.25021,34,0,-255,0,0,0,0,0,0,0,0
964,85,0,9.10767,17.6004,0,375,804.2,-2.69587990,40.60512503,0,6.06989,34,0,-255,0,0,0,0,0,0,0,0
965,88,0,9.11258,17.6616,0,344,804.6,-2.69587655,40.60516752,0,6.88455,34,0,-255,0,0,0,0,0,0,0,0
966,91,0,9.11749,17.6616,0,331,805,-2.69587445,40.60521245,0,6.89276,34,0,-255,0,0,0,0,0,0,0,0
967,92,0,9.12237,17.568,0,291,805.6,-2.69587311,40.60525503,0,7.31906,34,0,-255,0,0,0,0,0,0,0,0
968,92,0,9.12723,17.4996,0,334,805.6,-2.69587043,40.60530012,0,6.51745,34,0,-255,0,0,0,0,0,0,0,0
969,93,0,9.13214,17.6796,0,334,805.6,-2.69586716,40.60534648,0,5.70774,34,0,-255,0,0,0,0,0,0,0,0
970,91,0,9.13701,17.5392,0,331,805.6,-2.69586154,40.60539199,0,4.89802,34,0,-255,0,0,0,0,0,0,0,0
971,91,0,9.14188,17.5392,0,331,806,-2.69585408,40.60543407,0,5.71938,34,0,-255,0,0,0,0,0,0,0,0
972,91,0,9.14672,17.4096,0,328,806.4,-2.69584369,40.60547690,0,6.54582,34,0,-255,0,0,0,0,0,0,0,0
973,92,0,9.15156,17.4096,0,330,806.8,-2.69583087,40.60552535,0,6.15276,34,0,-255,0,0,0,0,0,0,0,0
974,93,0,9.15637,17.3484,0,341,807.2,-2.69582072,40.60556793,0,6.16468,34,0,-255,0,0,0,0,0,0,0,0
975,91,0,9.16122,17.46,0,329,807.6,-2.69581041,40.60560866,0,6.17476,34,0,-255,0,0,0,0,0,0,0,0
976,91,0,9.16603,17.3016,0,324,807.6,-2.69579826,40.60564722,0,5.3601,34,0,-255,0,0,0,0,0,0,0,0
977,91,0,9.17081,17.2224,0,355,807.6,-2.69578854,40.60568703,0,4.13059,34,0,-255,0,0,0,0,0,0,0,0
978,93,0,9.17564,17.3592,0,346,807.6,-2.69577722,40.60573355,0,4.13059,34,0,-255,0,0,0,0,0,0,0,0
979,92,0,9.18046,17.3592,0,345,808,-2.69576213,40.60577530,0,4.96047,34,0,-255,0,0,0,0,0,0,0,0
980,93,0,9.1853,17.4204,0,336,808.6,-2.69574411,40.60581469,0,6.20014,34,0,-255,0,0,0,0,0,0,0,0
981,92,0,9.19019,17.6184,0,346,809,-2.69572852,40.60585693,0,6.19678,34,0,-255,0,0,0,0,0,0,0,0
982,92,0,9.19507,17.5608,0,346,809.4,-2.69571042,40.60590035,0,6.19,34,0,-255,0,0,0,0,0,0,0,0
983,92,0,9.19995,17.5608,0,345,809.8,-2.69569039,40.60594210,0,6.18323,34,0,-255,0,0,0,0,0,0,0,0
984,92,0,9.20482,17.5608,0,355,809.8,-2.69567018,40.60598392,0,5.35163,34,0,-255,0,0,0,0,0,0,0,0
985,92,0,9.20996,17.5392,0,347,809.8,-2.69564663,40.60602784,0,4.52689,34,0,-255,0,0,0,0,0,0,0,0
986,92,0,9.21453,17.3808,0,358,809.8,-2.69562568,40.60606791,0,4.52689,34,0,-255,0,0,0,0,0,0,0,0
987,92,0,9.21939,17.5176,0,341,810.2,-2.69560313,40.60610999,0,5.34993,34,0,-255,0,0,0,0,0,0,0,0
988,93,0,9.22426,17.5176,0,357,810.6,-2.69557404,40.60615357,0,6.17129,34,0,-255,0,0,0,0,0,0,0,0
989,93,0,9.22917,17.6796,0,319,811,-2.69554622,40.60619615,0,6.15607,34,0,-255,0,0,0,0,0,0,0,0
990,94,0,9.23412,17.8056,0,356,811.4,-2.69552048,40.60623605,0,5.72449,34,0,-255,0,0,0,0,0,0,0,0
