secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1,8,0,0.00304,11.5632,0,409,721.2,-2.67175536,40.55514860,0,0,46,0,-255,0,0,0,0,0,0,0,0
2,34,0,0.00712,14.7024,0,409,721.2,-2.67175268,40.55509521,0,0,46,0,-255,0,0,0,0,0,0,0,0
3,39,0,0.01201,17.604,0,431,721.2,-2.67174857,40.55503276,0,0,46,0,-255,0,0,0,0,0,0,0,0
4,57,0,0.0169,17.604,0,431,721.2,-2.67174597,40.55496881,0,0,46,0,-255,0,0,0,0,0,0,0,0
5,61,0,0.02286,21.4308,0,394,721.4,-2.67174329,40.55490024,0,3.3557,46,0,-255,0,0,0,0,0,0,0,0
6,74,0,0.02881,21.4308,0,426,721.4,-2.67174144,40.55482967,0,0,46,0,-255,0,0,0,0,0,0,0,0
7,78,0,0.03598,25.8156,0,420,721.4,-2.67174228,40.55475826,0,0,46,0,-255,0,0,0,0,0,0,0,0
8,81,0,0.04365,27.63,0,349,721.4,-2.67174379,40.55468382,0,0,46,0,-255,0,0,0,0,0,0,0,0
9,83,0,0.05166,28.8072,0,349,721.4,-2.67174605,40.55460495,0,0,46,0,-255,0,0,0,0,0,0,0,0
10,87,0,0.05987,29.574,0,354,721.4,-2.67175242,40.55453001,0,0.33557,46,0,-255,0,0,0,0,0,0,0,0
11,90,0,0.06823,30.0924,0,354,721.4,-2.67176324,40.55445307,0,0.33557,46,0,-255,0,0,0,0,0,0,0,0
12,90,0,0.07684,30.9924,0,336,721.4,-2.67177841,40.55438853,0,0.33557,46,0,-255,0,0,0,0,0,0,0,0
13,90,0,0.08545,30.9924,0,336,721.4,-2.67179551,40.55430538,0,0.33557,45,0,-255,0,0,0,0,0,0,0,0
14,91,0,0.09408,31.086,0,301,721.4,-2.67181747,40.55423154,0,0.33557,45,0,-255,0,0,0,0,0,0,0,0
15,96,0,0.10272,31.086,0,298,721.4,-2.67184270,40.55415182,0,0,45,0,-255,0,0,0,0,0,0,0,0
16,95,0,0.11141,31.2732,0,114,721.4,-2.67186952,40.55407588,0,0,45,0,-255,0,0,0,0,0,0,0,0
17,93,0,0.1205,31.8816,0,114,721.4,-2.67189508,40.55401721,0,0,45,0,-255,0,0,0,0,0,0,0,0
18,94,0,0.12898,31.3668,0,142,721.4,-2.67191738,40.55397010,0,0,45,0,-255,0,0,0,0,0,0,0,0
19,92,0,0.13769,31.3668,0,353,721.4,-2.67191554,40.55390925,0,0,45,0,-255,0,0,0,0,0,0,0,0
20,76,0,0.14429,23.76,0,353,721.4,-2.67186809,40.55385360,0,0,45,0,-255,0,0,0,0,0,0,0,0
21,67,0,0.15068,23.004,0,513,721.4,-2.67179869,40.55380808,0,0,45,0,-255,0,0,0,0,0,0,0,0
22,70,0,0.15733,23.9256,0,513,721.4,-2.67173390,40.55377145,0,0,45,0,-255,0,0,0,0,0,0,0,0
23,74,0,0.16426,24.9228,0,404,721.4,-2.67166869,40.55373139,0,0,45,0,-255,0,0,0,0,0,0,0,0
24,86,0,0.17117,24.9228,0,404,721.4,-2.67161664,40.55370281,0,0,45,0,-255,0,0,0,0,0,0,0,0
25,86,0,0.17804,24.7248,0,404,721.8,-2.67157138,40.55366358,0,0.582242,45,0,-255,0,0,0,0,0,0,0,0
26,102,0,0.18491,24.7248,0,513,722.2,-2.67152628,40.55362117,0,1.16448,45,0,-255,0,0,0,0,0,0,0,0
27,102,0,0.19097,21.8088,0,513,722.6,-2.67148580,40.55357138,0,1.82455,45,0,-255,0,0,0,0,0,0,0,0
28,85,0,0.19703,21.8088,0,573,723,-2.67145168,40.55352645,0,2.48462,45,0,-255,0,0,0,0,0,0,0,0
29,86,0,0.20306,21.7332,0,573,723.4,-2.67142109,40.55347147,0,3.14797,45,0,-255,0,0,0,0,0,0,0,0
30,85,0,0.2092,22.086,0,593,724,-2.67139527,40.55341732,0,4.12516,45,0,-255,0,0,0,0,0,0,0,0
31,84,0,0.21553,21.564,0,624,724,-2.67137071,40.55336267,0,4.12516,45,0,-255,0,0,0,0,0,0,0,0
32,83,0,0.22115,21.4776,0,532,725,-2.67135915,40.55332369,0,5.90452,45,0,-255,0,0,0,0,0,0,0,0
33,83,0,0.22705,21.2112,0,532,725.6,-2.67133408,40.55327357,0,6.92147,45,0,-255,0,0,0,0,0,0,0,0
34,81,0,0.23281,20.7576,0,585,726,-2.67131321,40.55322613,0,7.61592,45,0,-255,0,0,0,0,0,0,0,0
35,79,0,0.23858,20.7576,0,585,726.6,-2.67130793,40.55317793,0,8.07354,45,0,-255,0,0,0,0,0,0,0,0
36,77,0,0.244,19.53,0,443,727,-2.67130902,40.55312764,0,8.2293,45,0,-255,0,0,0,0,0,0,0,0
37,71,0,0.24943,19.53,0,214,727.6,-2.67131564,40.55309277,0,8.67421,45,0,-255,0,0,0,0,0,0,0,0
38,67,0,0.25447,18.1512,0,283,728.2,-2.67131481,40.55304960,0,9.20462,45,0,-255,0,0,0,0,0,0,0,0
39,62,0,0.25915,16.8588,0,317,728.8,-2.67130148,40.55300895,0,9.82332,45,0,-255,0,0,0,0,0,0,0,0
40,56,0,0.26372,16.4304,0,255,729.4,-2.67124096,40.55297802,0,10.159,45,0,-255,0,0,0,0,0,0,0,0
41,55,0,0.26874,18.0972,0,255,730,-2.67116536,40.55296444,0,11.3543,45,0,-255,0,0,0,0,0,0,0,0
42,62,0,0.27427,19.908,0,53,730,-2.67108631,40.55295807,0,9.57489,45,0,-255,0,0,0,0,0,0,0,0
43,80,0,0.2801,20.9808,0,53,730,-2.67100442,40.55295346,0,8.55794,45,0,-255,0,0,0,0,0,0,0,0
44,92,0,0.28617,21.8376,0,58,730,-2.67092656,40.55295053,0,7.8635,45,0,-255,0,0,0,0,0,0,0,0
45,87,0,0.29223,21.8376,0,58,730,-2.67085087,40.55294835,0,6.82364,45,0,-255,0,0,0,0,0,0,0,0
46,86,0,0.29892,24.0732,0,63,730,-2.67076629,40.55294734,0,6.08563,45,0,-255,0,0,0,0,0,0,0,0
47,84,0,0.30561,24.0732,0,65,729.6,-2.67067082,40.55294902,0,4.38275,45,0,-255,0,0,0,0,0,0,0,0
48,83,0,0.31289,26.2044,0,65,729.2,-2.67057519,40.55295263,0,2.64282,45,0,-255,0,0,0,0,0,0,0,0
49,94,0,0.32069,28.0764,0,74,728.8,-2.67047519,40.55296184,0,0.847951,45,0,-255,0,0,0,0,0,0,0,0
50,126,0,0.32849,28.0764,0,80,728.4,-2.67036782,40.55297584,0,-0.97778,45,0,-255,0,0,0,0,0,0,0,0
51,123,0,0.33698,30.564,0,80,727.8,-2.67025927,40.55299713,0,-2.87971,45,0,-255,0,0,0,0,0,0,0,0
52,136,0,0.34617,33.1056,0,96,727.4,-2.67015156,40.55302974,0,-3.31497,45,0,-255,0,0,0,0,0,0,0,0
53,144,0,0.35573,34.4268,0,85,726.8,-2.67003707,40.55306830,0,-3.94258,45,0,-255,0,0,0,0,0,0,0,0
54,123,0,0.36556,35.37,0,269,726.2,-2.66992567,40.55310853,0,-4.55296,45,0,-255,0,0,0,0,0,0,0,0
55,82,0,0.37538,35.37,0,256,725.8,-2.66981973,40.55315798,0,-4.96029,45,0,-255,0,0,0,0,0,0,0,0
56,82,0,0.38593,37.962,0,256,725.8,-2.66971872,40.55321758,0,-4.96029,45,0,-255,0,0,0,0,0,0,0,0
57,159,0,0.39647,37.962,0,91,725.8,-2.66962040,40.55328388,0,-4.36238,45,0,-255,0,0,0,0,0,0,0,0
58,159,0,0.4071,38.2428,0,91,725.8,-2.66951881,40.55334104,0,-3.81293,45,0,-255,0,0,0,0,0,0,0,0
59,147,0,0.41772,38.2428,0,91,725.8,-2.66941580,40.55339008,0,-3.30011,45,0,-255,0,0,0,0,0,0,0,0
60,117,0,0.42819,37.6884,0,89,725.8,-2.66933031,40.55342754,0,-2.78729,45,0,-255,0,0,0,0,0,0,0,0
61,136,0,0.43848,37.0584,0,88,725.8,-2.66923257,40.55348211,0,-2.08058,45,0,-255,0,0,0,0,0,0,0,0
62,139,0,0.44858,36.3636,0,86,725.8,-2.66914205,40.55353559,0,-1.64532,45,0,-255,0,0,0,0,0,0,0,0
63,147,0,0.45852,35.7768,0,85,725.8,-2.66904675,40.55358546,0,-1.01771,45,0,-255,0,0,0,0,0,0,0,0
64,137,0,0.4683,35.208,0,83,725.8,-2.66895622,40.55363676,0,-0.407332,45,0,-255,0,0,0,0,0,0,0,0
65,147,0,0.47808,35.208,0,431,725.8,-2.66886662,40.55368872,0,0,45,0,-255,0,0,0,0,0,0,0,0
66,147,0,0.48762,34.3512,0,431,725.8,-2.66877039,40.55374363,0,0,45,0,-255,0,0,0,0,0,0,0,0
67,141,0,0.49717,34.3512,0,254,725.8,-2.66868104,40.55379165,0,0,45,0,-255,0,0,0,0,0,0,0,0
68,141,0,0.50704,35.532,0,254,725.8,-2.66858884,40.55384161,0,0,45,0,-255,0,0,0,0,0,0,0,0
69,134,0,0.51691,35.532,0,83,725.8,-2.66849765,40.55389333,0,0,45,0,-255,0,0,0,0,0,0,0,0
70,134,0,0.52646,34.3908,0,84,725.8,-2.66841014,40.55394001,0,0,45,0,-255,0,0,0,0,0,0,0,0
71,117,0,0.53572,33.3216,0,546,725.8,-2.66831618,40.55398368,0,0,45,0,-255,0,0,0,0,0,0,0,0
72,117,0,0.54503,33.5376,0,546,725.8,-2.66821761,40.55402450,0,0,45,0,-255,0,0,0,0,0,0,0,0
73,80,0,0.55435,33.5376,0,282,725.8,-2.66811208,40.55406348,0,0,45,0,-255,0,0,0,0,0,0,0,0
74,78,0,0.56392,34.4664,0,425,725.8,-2.66799884,40.55410463,0,0,45,0,-255,0,0,0,0,0,0,0,0
75,82,0,0.57399,36.2412,0,441,725.8,-2.66787915,40.55414738,0,0,44,0,-255,0,0,0,0,0,0,0,0
76,86,0,0.58406,36.2412,0,474,725.8,-2.66774914,40.55416984,0,0,44,0,-255,0,0,0,0,0,0,0,0
77,88,0,0.59494,39.1788,0,462,725.4,-2.66761344,40.55419197,0,-0.367647,44,0,-255,0,0,0,0,0,0,0,0
78,93,0,0.60582,39.1788,0,499,725,-2.66746827,40.55421444,0,-0.735294,44,0,-255,0,0,0,0,0,0,0,0
79,93,0,0.61753,42.1668,0,499,724.6,-2.66731965,40.55423908,0,-1.07688,44,0,-255,0,0,0,0,0,0,0,0
80,78,0,0.62925,42.1668,0,464,724.2,-2.66716459,40.55426355,0,-1.41818,44,0,-255,0,0,0,0,0,0,0,0
81,98,0,0.64156,44.3412,0,422,723.6,-2.66701271,40.55428024,0,-1.90559,44,0,-255,0,0,0,0,0,0,0,0
82,93,0,0.65432,45.9216,0,392,723.6,-2.66685572,40.55429666,0,-1.90559,44,0,-255,0,0,0,0,0,0,0,0
83,94,0,0.66751,47.4696,0,419,723.2,-2.66669571,40.55430622,0,-2.20885,44,0,-255,0,0,0,0,0,0,0,0
84,94,0,0.68073,47.6172,0,401,722.8,-2.66653435,40.55431200,0,-2.51142,44,0,-255,0,0,0,0,0,0,0,0
85,95,0,0.69396,47.6172,0,414,722.4,-2.66637074,40.55432499,0,-2.81376,44,0,-255,0,0,0,0,0,0,0,0
86,98,0,0.70756,48.9744,0,401,722,-2.66621492,40.55433639,0,-3.10788,44,0,-255,0,0,0,0,0,0,0,0
87,95,0,0.72121,49.1292,0,405,721.6,-2.66607368,40.55434695,0,-3.03327,44,0,-255,0,0,0,0,0,0,0,0
88,95,0,0.73482,48.9744,0,405,721.6,-2.66592155,40.55436171,0,-2.66563,44,0,-255,0,0,0,0,0,0,0,0
89,96,0,0.74842,48.9744,0,429,721.6,-2.66576129,40.55437747,0,-2.32404,44,0,-255,0,0,0,0,0,0,0,0
90,95,0,0.76194,48.6648,0,387,721.6,-2.66560505,40.55439146,0,-1.98274,44,0,-255,0,0,0,0,0,0,0,0
91,94,0,0.77529,48.06,0,457,721.6,-2.66544974,40.55440471,0,-1.49533,44,0,-255,0,0,0,0,0,0,0,0
92,94,0,0.78843,47.3256,0,477,721.6,-2.66530389,40.55440957,0,-1.49533,44,0,-255,0,0,0,0,0,0,0,0
93,92,0,0.80138,46.6128,0,457,721.6,-2.66515025,40.55441342,0,-1.19207,44,0,-255,0,0,0,0,0,0,0,0
94,90,0,0.81433,46.6128,0,415,721.6,-2.66500382,40.55441024,0,-0.889501,44,0,-255,0,0,0,0,0,0,0,0
95,90,0,0.82684,45.0324,0,453,721.6,-2.66485571,40.55440144,0,-0.587158,44,0,-255,0,0,0,0,0,0,0,0
96,93,0,0.83935,45.0324,0,450,722,-2.66471942,40.55438752,0,0.0267039,44,0,-255,0,0,0,0,0,0,0,0
97,93,0,0.85133,43.146,0,450,722.6,-2.66457902,40.55437378,0,0.820579,44,0,-255,0,0,0,0,0,0,0,0
98,92,0,0.86332,43.146,0,410,723,-2.66444198,40.55436179,0,1.15419,44,0,-255,0,0,0,0,0,0,0,0
99,91,0,0.87514,42.552,0,384,723.4,-2.66429932,40.55435131,0,1.4926,44,0,-255,0,0,0,0,0,0,0,0
100,90,0,0.88696,42.552,0,422,724,-2.66415876,40.55434377,0,2.00021,44,0,-255,0,0,0,0,0,0,0,0
101,91,0,0.89862,41.9724,0,394,724,-2.66401635,40.55433857,0,2.00021,44,0,-255,0,0,0,0,0,0,0,0
102,90,0,0.9104,42.4332,0,381,724,-2.66387226,40.55433396,0,2.00021,44,0,-255,0,0,0,0,0,0,0,0
103,91,0,0.92226,42.6672,0,397,724,-2.66372717,40.55432759,0,2.00021,44,0,-255,0,0,0,0,0,0,0,0
104,91,0,0.93411,42.6672,0,404,724,-2.66358149,40.55432064,0,2.00021,44,0,-255,0,0,0,0,0,0,0,0
105,92,0,0.94619,43.5096,0,379,724,-2.66343104,40.55431158,0,2.00021,44,0,-255,0,0,0,0,0,0,0,0
106,93,0,0.95828,43.5096,0,383,724,-2.66328209,40.55430471,0,1.68047,44,0,-255,0,0,0,0,0,0,0,0
107,94,0,0.97047,43.8804,0,383,724,-2.66313281,40.55430102,0,1.17964,44,0,-255,0,0,0,0,0,0,0,0
108,94,0,0.98276,44.2584,0,370,724,-2.66298076,40.55429490,0,0.846024,44,0,-255,0,0,0,0,0,0,0,0
109,95,0,0.99506,44.2584,0,395,724,-2.66282586,40.55430178,0,0.507614,44,0,-255,0,0,0,0,0,0,0,0
110,96,0,1.00747,44.7048,0,362,724,-2.66267952,40.55431804,0,0,44,0,-255,0,0,0,0,0,0,0,0
111,96,0,1.02002,45.162,0,362,724,-2.66252705,40.55434637,0,0,44,0,-255,0,0,0,0,0,0,0,0
112,97,0,1.0326,45.2952,0,376,724,-2.66238171,40.55437780,0,0,44,0,-255,0,0,0,0,0,0,0,0
113,98,0,1.04518,45.2952,0,408,724,-2.66223762,40.55442331,0,0,44,0,-255,0,0,0,0,0,0,0,0
114,99,0,1.05795,45.972,0,406,724,-2.66209815,40.55446799,0,0,44,0,-255,0,0,0,0,0,0,0,0
115,98,0,1.0708,46.2456,0,386,724,-2.66196203,40.55451292,0,0,44,0,-255,0,0,0,0,0,0,0,0
116,98,0,1.08357,45.972,0,405,724,-2.66181878,40.55455826,0,0,43,0,-255,0,0,0,0,0,0,0,0
117,95,0,1.09653,46.6632,0,370,724,-2.66167034,40.55460302,0,0,43,0,-255,0,0,0,0,0,0,0,0
118,95,0,1.10953,46.8072,0,370,724,-2.66152273,40.55464351,0,0,43,0,-255,0,0,0,0,0,0,0,0
119,92,0,1.12257,46.9476,0,325,724,-2.66137772,40.55468156,0,0,43,0,-255,0,0,0,0,0,0,0,0
120,92,0,1.13562,46.9476,0,325,724,-2.66122962,40.55473085,0,0,43,0,-255,0,0,0,0,0,0,0,0
121,93,0,1.14872,47.1636,0,322,724,-2.66108461,40.55478357,0,0,43,0,-255,0,0,0,0,0,0,0,0
122,94,0,1.16182,47.1636,0,341,724,-2.66095704,40.55485037,0,0,43,0,-255,0,0,0,0,0,0,0,0
123,95,0,1.17504,47.5992,0,348,724,-2.66086098,40.55495557,0,0,43,0,-255,0,0,0,0,0,0,0,0
124,94,0,1.18832,47.8188,0,359,724,-2.66075872,40.55505137,0,0,43,0,-255,0,0,0,0,0,0,0,0
125,94,0,1.20169,48.1176,0,371,724,-2.66067440,40.55515673,0,0,43,0,-255,0,0,0,0,0,0,0,0
126,95,0,1.21493,47.6712,0,383,723.6,-2.66060307,40.55526922,0,-0.302115,43,0,-255,0,0,0,0,0,0,0,0
127,95,0,1.2283,48.1176,0,369,723.2,-2.66054398,40.55539696,0,-0.601292,43,0,-255,0,0,0,0,0,0,0,0
128,96,0,1.24179,48.5712,0,369,722.8,-2.66050852,40.55551405,0,-0.897808,43,0,-255,0,0,0,0,0,0,0,0
129,97,0,1.25541,49.0356,0,373,722.2,-2.66053903,40.55565537,0,-1.33834,43,0,-255,0,0,0,0,0,0,0,0
130,98,0,1.26903,49.0356,0,373,721.8,-2.66056845,40.55577724,0,-1.63202,43,0,-255,0,0,0,0,0,0,0,0
131,96,0,1.28274,49.3488,0,369,721.8,-2.66059276,40.55589769,0,-1.63202,43,0,-255,0,0,0,0,0,0,0,0
132,97,0,1.29645,49.3488,0,367,721.8,-2.66061849,40.55601914,0,-1.63202,43,0,-255,0,0,0,0,0,0,0,0
133,98,0,1.31024,49.6656,0,367,721.8,-2.66064313,40.55614152,0,-1.63202,43,0,-255,0,0,0,0,0,0,0,0
134,98,0,1.32399,49.5072,0,368,721.8,-2.66066015,40.55626080,0,-1.63202,43,0,-255,0,0,0,0,0,0,0,0
135,96,0,1.33775,49.5072,0,406,721.8,-2.66067851,40.55638870,0,-1.63202,43,0,-255,0,0,0,0,0,0,0,0
136,97,0,1.35143,49.2696,0,364,721.8,-2.66072679,40.55651041,0,-1.32991,43,0,-255,0,0,0,0,0,0,0,0
137,96,0,1.36505,49.0356,0,396,721.8,-2.66076760,40.55662348,0,-1.03073,43,0,-255,0,0,0,0,0,0,0,0
138,95,0,1.3785,48.42,0,389,721.8,-2.66082846,40.55673974,0,-0.734214,43,0,-255,0,0,0,0,0,0,0,0
139,94,0,1.39179,47.8188,0,423,721.8,-2.66087556,40.55684300,0,-0.293686,43,0,-255,0,0,0,0,0,0,0,0
140,93,0,1.40499,47.5272,0,386,721.8,-2.66094027,40.55694702,0,0,43,0,-255,0,0,0,0,0,0,0,0
141,92,0,1.41815,47.3796,0,370,721.8,-2.66101831,40.55704727,0,0,43,0,-255,0,0,0,0,0,0,0,0
142,92,0,1.43127,47.2356,0,370,721.8,-2.66111503,40.55714291,0,0,43,0,-255,0,0,0,0,0,0,0,0
143,92,0,1.44438,46.9476,0,378,721.8,-2.66120103,40.55723460,0,0,43,0,-255,0,0,0,0,0,0,0,0
144,92,0,1.45735,46.9476,0,392,721.8,-2.66129960,40.55731859,0,0,43,0,-255,0,0,0,0,0,0,0,0
145,92,0,1.47036,46.7352,0,379,721.8,-2.66140203,40.55739964,0,0,43,0,-255,0,0,0,0,0,0,0,0
146,92,0,1.48322,46.386,0,383,721.8,-2.66150957,40.55748070,0,0,43,0,-255,0,0,0,0,0,0,0,0
147,91,0,1.49611,46.386,0,363,721.8,-2.66162541,40.55756753,0,0,43,0,-255,0,0,0,0,0,0,0,0
148,91,0,1.50895,46.2456,0,383,721.8,-2.66173815,40.55763635,0,0,43,0,-255,0,0,0,0,0,0,0,0
149,92,0,1.52187,46.5228,0,384,721.8,-2.66186052,40.55770097,0,0,43,0,-255,0,0,0,0,0,0,0,0
150,92,0,1.53464,45.972,0,399,721.8,-2.66200352,40.55776878,0,0,42,0,-255,0,0,0,0,0,0,0,0
151,91,0,1.54741,45.972,0,379,721.8,-2.66213637,40.55782603,0,0,42,0,-255,0,0,0,0,0,0,0,0
152,91,0,1.56022,46.1088,0,379,721.8,-2.66227668,40.55787850,0,0,42,0,-255,0,0,0,0,0,0,0,0
153,90.5,0,1.57295,45.972,0,389.5,721.8,-2.66242513,40.55793080,0,0,42,0,-255,0,0,0,0,0,0,0,0
154,90,0,1.58569,45.8352,0,400,721.8,-2.66257357,40.55798311,0,0,42,0,-255,0,0,0,0,0,0,0,0
155,90,0,1.59827,45.2952,0,385,721.8,-2.66271732,40.55803239,0,0,42,0,-255,0,0,0,0,0,0,0,0
156,87,0,1.61085,45.2952,0,387,721.8,-2.66286291,40.55807154,0,0,42,0,-255,0,0,0,0,0,0,0,0
157,86,0,1.62336,45.0324,0,387,721.8,-2.66300473,40.55810381,0,0,42,0,-255,0,0,0,0,0,0,0,0
158,87,0,1.6358,44.7696,0,394,721.8,-2.66314723,40.55812166,0,0,42,0,-255,0,0,0,0,0,0,0,0
159,86,0,1.64823,44.7696,0,394,721.8,-2.66329358,40.55813725,0,0,42,0,-255,0,0,0,0,0,0,0,0
160,86,0,1.66056,44.3844,0,391,721.8,-2.66343942,40.55815494,0,0,42,0,-255,0,0,0,0,0,0,0,0
161,87,0,1.67282,44.1324,0,366,721.8,-2.66358359,40.55817111,0,0,42,0,-255,0,0,0,0,0,0,0,0
162,87,0,1.68511,44.2584,0,366,721.8,-2.66372608,40.55819081,0,0,42,0,-255,0,0,0,0,0,0,0,0
163,89,0,1.69741,44.2584,0,404,721.8,-2.66386991,40.55821076,0,0,42,0,-255,0,0,0,0,0,0,0,0
164,96,0,1.7097,44.2584,0,388,721.8,-2.66401065,40.55822736,0,0,42,0,-255,0,0,0,0,0,0,0,0
165,98,0,1.72201,44.3232,0,388,721.8,-2.66415700,40.55824504,0,0,42,0,-255,0,0,0,0,0,0,0,0
166,93,0,1.73424,44.0064,0,384,721.8,-2.66430074,40.55823088,0,0,42,0,-255,0,0,0,0,0,0,0,0
167,92,0,1.74646,44.0064,0,369,721.8,-2.66444684,40.55821772,0,0,42,0,-255,0,0,0,0,0,0,0,0
168,91,0,1.75846,43.2072,0,377,721.8,-2.66458908,40.55819006,0,0,42,0,-255,0,0,0,0,0,0,0,0
169,90,0,1.77032,42.6672,0,379,721.8,-2.66472261,40.55816759,0,0,42,0,-255,0,0,0,0,0,0,0,0
170,90,0,1.78217,42.6672,0,362,721.8,-2.66486091,40.55811537,0,0,42,0,-255,0,0,0,0,0,0,0,0
171,88,0,1.79373,41.634,0,356,721.8,-2.66498731,40.55807615,0,0,42,0,-255,0,0,0,0,0,0,0,0
172,90,0,1.80536,41.8608,0,369,721.8,-2.66511949,40.55802720,0,0,42,0,-255,0,0,0,0,0,0,0,0
173,91,0,1.81696,41.7456,0,369,721.8,-2.66524363,40.55796702,0,0,42,0,-255,0,0,0,0,0,0,0,0
174,88,0,1.82858,41.8608,0,361,721.8,-2.66537422,40.55789652,0,0,42,0,-255,0,0,0,0,0,0,0,0
175,87,0,1.84021,41.8608,0,361,721.8,-2.66549693,40.55784238,0,0,42,0,-255,0,0,0,0,0,0,0,0
176,86,0,1.85175,41.5224,0,355,721.8,-2.66561863,40.55778546,0,0,42,0,-255,0,0,0,0,0,0,0,0
177,86,0,1.86328,41.5224,0,343,721.8,-2.66573958,40.55773173,0,0,42,0,-255,0,0,0,0,0,0,0,0
178,85,0,1.87462,40.8096,0,350,721.8,-2.66586028,40.55768169,0,0,42,0,-255,0,0,0,0,0,0,0,0
179,85,0,1.88579,40.2228,0,336,721.8,-2.66597981,40.55762847,0,0,42,0,-255,0,0,0,0,0,0,0,0
180,89,0,1.8969,40.014,0,349,721.8,-2.66609011,40.55758019,0,0,42,0,-255,0,0,0,0,0,0,0,0
181,90,0,1.90793,39.708,0,325,721.8,-2.66620042,40.55753635,0,0,42,0,-255,0,0,0,0,0,0,0,0
182,90,0,1.91891,39.5028,0,333,721.8,-2.66631106,40.55749822,0,0,42,0,-255,0,0,0,0,0,0,0,0
183,90,0,1.92982,39.3012,0,340,721.8,-2.66643956,40.55745840,0,0,42,0,-255,0,0,0,0,0,0,0,0
184,90,0,1.94074,39.3012,0,356,721.8,-2.66655833,40.55742932,0,0,42,0,-255,0,0,0,0,0,0,0,0
185,90,0,1.95166,39.3012,0,356,721.8,-2.66667986,40.55740534,0,0,41,0,-255,0,0,0,0,0,0,0,0
186,90,0,1.96318,39.402,0,343,721.8,-2.66682563,40.55741515,0,0,41,0,-255,0,0,0,0,0,0,0,0
187,91,0,1.97355,39.402,0,369,721.8,-2.66694297,40.55740610,0,0,41,0,-255,0,0,0,0,0,0,0,0
188,92,0,1.98456,39.6576,0,369,721.8,-2.66707323,40.55739964,0,0,41,0,-255,0,0,0,0,0,0,0,0
189,91,0,1.99568,40.014,0,344,721.8,-2.66720750,40.55738782,0,0,41,0,-255,0,0,0,0,0,0,0,0
190,91,0,2.00679,40.014,0,373,721.8,-2.66734589,40.55736478,0,0,41,0,-255,0,0,0,0,0,0,0,0
191,91,0,2.01792,40.068,0,337,721.8,-2.66747791,40.55733996,0,0,41,0,-255,0,0,0,0,0,0,0,0
192,93,0,2.02916,40.4352,0,307,721.8,-2.66760590,40.55731323,0,0,41,0,-255,0,0,0,0,0,0,0,0
193,93,0,2.04048,40.7556,0,308,721.8,-2.66773607,40.55727861,0,0,41,0,-255,0,0,0,0,0,0,0,0
194,93,0,2.05183,40.8636,0,323,721.8,-2.66785719,40.55723955,0,0,41,0,-255,0,0,0,0,0,0,0,0
195,93,0,2.06321,40.9716,0,322,721.8,-2.66798945,40.55719487,0,0,41,0,-255,0,0,0,0,0,0,0,0
196,93,0,2.07459,40.9716,0,322,721.8,-2.66811778,40.55715229,0,0,41,0,-255,0,0,0,0,0,0,0,0
197,95,0,2.08603,41.1876,0,304,721.8,-2.66824544,40.55710854,0,0,41,0,-255,0,0,0,0,0,0,0,0
198,95,0,2.09747,41.1876,0,298,721.8,-2.66837418,40.55706663,0,0,41,0,-255,0,0,0,0,0,0,0,0
199,95,0,2.10901,41.5224,0,286,721.8,-2.66850083,40.55702623,0,0,41,0,-255,0,0,0,0,0,0,0,0
200,95,0,2.1206,41.7456,0,298,721.8,-2.66862975,40.55698700,0,0,41,0,-255,0,0,0,0,0,0,0,0
201,95,0,2.13236,42.318,0,285,721.8,-2.66875858,40.55694560,0,0,41,0,-255,0,0,0,0,0,0,0,0
202,95,0,2.14395,41.7456,0,286,721.8,-2.66888883,40.55690712,0,0,41,0,-255,0,0,0,0,0,0,0,0
203,95,0,2.15564,42.0876,0,280,721.8,-2.66901934,40.55686832,0,0,41,0,-255,0,0,0,0,0,0,0,0
204,95,0,2.16737,42.2028,0,269,721.8,-2.66914875,40.55682808,0,0,41,0,-255,0,0,0,0,0,0,0,0
205,95,0,2.17919,42.552,0,269,721.8,-2.66927733,40.55679028,0,0,41,0,-255,0,0,0,0,0,0,0,0
206,95,0,2.19091,42.2028,0,304,721.8,-2.66940985,40.55675524,0,0,41,0,-255,0,0,0,0,0,0,0,0
207,96,0,2.20263,42.2028,0,295,721.8,-2.66954078,40.55672674,0,0,41,0,-255,0,0,0,0,0,0,0,0
208,97,0,2.21437,42.2604,0,309,721.8,-2.66968737,40.55671375,0,0,41,0,-255,0,0,0,0,0,0,0,0
209,96,0,2.22618,42.4332,0,348,721.8,-2.66983179,40.55672498,0,0,41,0,-255,0,0,0,0,0,0,0,0
210,95,0,2.23788,42.2028,0,370,721.8,-2.66996507,40.55673437,0,0,41,0,-255,0,0,0,0,0,0,0,0
211,95,0,2.24957,42.0876,0,370,721.8,-2.67009532,40.55677067,0,0,41,0,-255,0,0,0,0,0,0,0,0
212,93,0,2.26086,40.6476,0,362,721.8,-2.67020043,40.55682808,0,0,41,0,-255,0,0,0,0,0,0,0,0
213,88,0,2.27216,40.6476,0,293,722.4,-2.67029724,40.55688365,0,0.530973,40,0,-255,0,0,0,0,0,0,0,0
214,85,0,2.28286,38.52,0,336,722.8,-2.67035902,40.55695205,0,0.904805,40,0,-255,0,0,0,0,0,0,0,0
